Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
Thailand,1988,61.76241878,1958.5596,59.80385918,9.875903663,37.14015959,11.02257796,1.182086299,4.065424283,41.773,0.506,0.187,1.075
Viet Nam,1988,26.27058248,1789.406235,24.48117624,13.44350584,7.66907611,0.05796869,0.077073707,0.0,27.947,0.536,0.183,0.326
Other Asia,1988,,,10.99769508,0.914858639,8.589346168,0.464562116,0.198152364,0.519737602,36.318,0.235,0.145,0.328
People's Rep. of China,1988,2216.177742,116111.137,2100.066605,1736.227044,274.9717834,17.91111306,4.275173413,1.163434482,59.757,2.076,1.29,1.802
"Hong Kong, China",1988,,,31.97101195,22.01171774,9.337121364,0.619561997,3.367556791,3.893646764,83.711,0.277,0.208,5.643
"China (incl. Hong Kong, China)",1988,2248.148754,116111.137,2132.037617,1758.238762,284.3089047,18.53067505,7.642730204,5.057081246,60.027,1.883,1.193,1.822
Argentina,1988,129.019189,24911.48558,104.1077034,4.562902297,59.6803479,39.65159724,1.784612982,1.655767581,53.94,0.335,0.249,3.251
Bolivia,1988,12.85091889,8201.287008,4.64963188,0,3.327483174,1.088162122,0.0,0.0,45.611,0.395,0.168,0.64
Brazil,1988,202.7868626,9497.036075,193.2898265,30.8039241,148.7318933,5.277344783,1.945157275,1.149594564,30.572,0.217,0.13,1.26
Cuba,1988,37.27438017,126.7548275,37.14762535,0.438237242,36.21267116,0.14088408,0.065198882,1.078672645,52.264,0.676,0.218,3.503
Curaçao,1988,,,3.488112837,0,3.488112837,0.0,4.992925368,0.117936322,63.05,1.784,1.418,18.491
Dominican Republic,1988,,,8.404183344,0.237927291,7.981643811,0.0,0.0,0.338023442,50.984,0.402,0.189,1.19
Ecuador,1988,19.3941541,6576.051165,12.81810294,0,12.48360001,0.0,0.311148161,0.532546298,48.957,0.297,0.165,1.233
El Salvador,1988,,,2.454424552,0,2.119255011,0.0,0.0,0.114800408,21.012,0.174,0.085,0.404
Guatemala,1988,,,3.887779702,0,2.951328452,0.0,0.401066121,0.127344354,17.443,0.121,0.059,0.339
Guyana,1988,1.495168382,0.0,1.495168382,0,1.405217379,0.0,0.0,0.038266703,39.636,0.721,0.359,1.839
Haiti,1988,,,1.309998838,0.076218562,0.822473184,0.0,0.0,0.073344664,9.68,0.085,0.039,0.133
Honduras,1988,,,2.566766659,0.002860271,2.120499638,0.0,0.0,0.092478015,22.063,0.257,0.123,0.439
Jamaica,1988,,,4.904650212,0.019669383,4.852645023,0.0,0.066602672,0.424123673,64.064,0.448,0.25,2.052
Nicaragua,1988,,,2.247306637,0,1.946179195,0.0,0.0,0.076533705,24.949,0.36,0.139,0.477
Panama,1988,,,2.535313277,0.039338766,2.374399814,0.0,4.193881016,0.232789559,36.008,0.212,0.114,1.013
Paraguay,1988,2.39110258,0.7497858,2.390352794,0,1.877254713,0.0,0.0,0.032590177,15.171,0.124,0.058,0.48
Peru,1988,24.7607138,2285.07934,22.47563446,0.742236461,19.5355216,1.235043535,0.108901743,0.749391547,46.674,0.282,0.152,1.006
Suriname,1988,,,,,,,,,,,,
Trinidad and Tobago,1988,23.02042428,15238.22676,7.782197516,0,2.190146358,5.583230189,0.172878022,0.159444895,33.576,0.977,0.649,6.203
Uruguay,1988,4.607318573,1.1312145,4.606187358,0.023191612,4.451251289,0.0,0.307226913,0.0,44.005,0.167,0.129,1.439
Venezuela,1988,228.7234898,142671.7522,86.05173763,0.792978946,53.78638789,31.35383064,2.626902354,1.133678693,55.165,0.194,0.192,4.516
Other Non-OECD Americas,1988,,,9.941952041,0.01667746,9.871025555,0.026338519,0.916316015,1.084225947,64.815,0.115,0.101,1.869
Bahrain,1988,12.65221808,2507.88069,10.14433739,0,1.863014901,8.281322483,0.0,1.285126587,47.411,1.066,0.53,20.93
Islamic Rep. of Iran,1988,203.4323697,54587.34995,148.8450197,1.664224683,125.8189089,21.29715714,0.964558941,1.208593181,62.394,0.927,0.342,2.83
Iraq,1988,86.57165906,36690.34276,49.88131631,0,45.07783153,4.801235362,0.404492512,0.899005166,61.836,2.586,1.242,2.904
Jordan,1988,8.50662794,7.67931,8.49894863,0,8.49829117,0.0,0.0,0.510223905,68.088,0.613,0.269,2.665
Kuwait,1988,66.37632323,13870.61971,52.50570352,0,33.30120131,19.20319678,2.696665001,1.007639413,61.002,1.395,0.881,24.446
Lebanon,1988,5.580569293,2.968465,5.577600828,0,5.539101505,0.0,0.0,0.271500208,66.04,0.22,0.111,1.583
Oman,1988,14.29969715,7613.157552,6.686539599,0,3.644661557,3.041878043,0.56006643,0.411368105,71.681,0.259,0.133,4.084
Qatar,1988,15.10029082,3004.928538,12.09536228,0,1.770165107,10.32381827,0.0,0.271056562,44.423,0.577,0.391,29.234
Saudi Arabia,1988,180.030443,40296.01485,139.7344281,0,104.9201271,34.81234288,16.2450371,4.52504916,52.562,0.558,0.237,9.405
Syrian Arab Republic ,1988,49.68665262,25014.19248,24.67246014,0.002860271,22.87005426,1.799264883,2.566824044,0.883325307,63.008,1.524,1.774,2.097
United Arab Emirates,1988,65.42104713,19707.87582,45.71317131,0,17.7639168,27.94925452,18.68343763,7.168647298,61.261,0.544,0.324,26.981
Yemen,1988,13.86706585,7673.251393,6.193814455,0,6.186727256,0.0,1.285412024,0.545249036,61.171,0.266,0.165,0.491
Canada,1989,478.9772521,30469.6138,448.5076383,108.7941484,215.6863078,122.8111235,2.064639817,2.704187234,48.624,0.504,0.492,16.213
Chile,1989,31.78388551,756.49074,31.02739477,9.256026958,17.94694292,3.111746731,0.364043228,0.752210174,54.66,0.426,0.255,2.315
Colombia,1989,54.74481152,7648.73663,47.09607489,12.37917972,25.70698282,7.290642365,0.153308361,1.43025567,45.684,0.387,0.18,1.375
Costa Rica,1989,,,2.752013188,0,2.675530432,0.0,0.448053079,0.009408033,39.003,0.145,0.098,0.888
Mexico,1989,305.9459082,38615.09645,267.3308117,13.42543617,208.6825429,43.04924768,1.772245341,4.958473582,53.259,0.444,0.233,3.069
United States,1989,5214.465873,246915.3185,4967.550555,1807.576656,2118.49205,1034.20003,60.76971417,37.16344074,60.147,0.509,0.509,19.825
Australia,1989,276.8706127,19179.02733,257.6915854,141.0265777,85.65371286,29.09184063,2.115039078,3.970824085,72.273,0.453,0.502,15.123
Israel,1989,32.25388487,8.24881,32.24563606,9.193115331,23.04596517,0.005964493,0.407404117,1.637594357,67.87,0.324,0.327,7.071
Japan,1989,976.3798824,3752.601175,972.6272812,266.9168996,608.0315129,96.6108567,16.58716184,12.1924661,55.854,0.287,0.245,7.83
Korea,1989,224.8388196,17324.74313,207.5140765,93.04692918,108.9121589,5.554988349,6.195015425,3.363109745,61.569,0.556,0.422,4.788
New Zealand,1989,21.83272472,916.4865025,20.91623822,4.292063866,11.5055225,5.039972575,0.659479138,1.183611008,38.636,0.235,0.242,6.153
Austria,1989,,,51.95149449,14.65234259,25.99459821,9.972116318,0.0,0.84856197,50.324,0.219,0.194,6.614
Belgium,1989,,,105.4562652,38.94910515,47.8402158,17.84125048,12.42553483,2.222869023,52.273,0.367,0.326,10.501
Czech Republic,1989,,,172.0005822,135.1412386,25.78106815,11.07827544,0.0,0.793391619,82.286,1.373,0.722,16.321
Denmark,1989,51.92981024,1046.745473,50.88306477,22.2010464,24.20064549,3.927046867,2.903455541,1.853923424,68.387,0.252,0.274,9.777
Estonia,1989,0.008225475,8.225475,,,,,,,,,,
Finland,1989,,,52.55127354,20.50534318,27.11568768,4.330514659,1.666067956,0.84856197,43.067,0.331,0.333,10.375
France,1989,358.7310805,1978.20675,356.7528737,81.29849506,217.3691099,53.00772376,7.408399637,8.995986993,37.93,0.216,0.194,6.028
Germany,1989,982.6484817,5469.97415,977.1785076,566.0084041,293.3975629,114.3921727,8.102176493,12.82681386,64.875,0.436,0.376,12.275
Greece,1989,,,69.51018361,33.20296451,36.0718957,0.100573247,6.718058364,1.918487971,77.759,0.434,0.293,6.745
Hungary,1989,,,74.31632268,31.87790468,22.38639489,19.86306422,0.0,0.464249378,57.833,0.796,0.378,7.018
Iceland,1989,,,1.847117046,0.255294891,1.591822155,0.0,0.101013205,0.25210911,21.584,0.204,0.22,7.21
Ireland,1989,,,29.86740585,15.69284705,10.86211517,3.312443632,0.059491303,1.045329997,74.911,0.391,0.351,8.331
Italy,1989,392.4977437,4193.215475,388.3045282,52.76406701,252.968697,81.51774495,8.973678322,5.263544142,63.186,0.251,0.205,6.789
Latvia,1989,,,,,,,,,,,,
Lithuania,1989,,,,,,,,,,,,
Luxembourg,1989,,,10.72362826,5.546229476,4.167827398,0.953845976,0.0,0.328971509,77.464,0.454,0.443,28.149
Netherlands,1989,147.940279,547.7770898,147.3925019,31.84729073,46.67350224,68.83224573,32.94493857,4.196698077,54.458,0.327,0.294,9.862
Norway,1989,29.04910885,1428.19457,27.62091428,3.608727473,19.38227416,4.228776419,1.051662233,1.38352497,30.717,0.13,0.161,6.409
Poland,1989,421.7602563,965.4787675,420.7947776,359.556335,40.20298391,16.18354027,1.513689852,1.534279859,79.654,1.964,0.92,10.902
Portugal,1989,,,37.96555913,9.690052604,27.79789842,0.0,1.790085352,1.466471947,56.264,0.278,0.181,3.702
Slovak Republic,1989,,,54.14714893,33.41191434,12.53141682,8.127002172,0.0,0.0,59.477,0.818,0.445,10.171
Slovenia,1989,0.0,0.0,0.0,0,0.0,0.0,0.0,8.3012e-05,56.666,0.484,0.446,6.947
Spain,1989,,,201.6085152,76.73059511,115.1608442,8.672317594,10.12678969,3.385024415,53.873,0.283,0.208,5.059
Sweden,1989,54.27370533,27.0192575,54.24668607,10.42748281,41.33800003,1.091271793,2.144366162,0.974616375,26.537,0.181,0.19,6.215
Switzerland,1989,,,40.11103923,1.461538192,34.09790412,3.514995311,0.063133292,2.948445428,42.483,0.087,0.112,5.872
Republic of Türkiye,1989,,,125.7003891,58.01125054,58.58615833,6.219696027,0.532022346,0.368940052,58.711,0.46,0.196,2.227
United Kingdom,1989,566.4742132,12511.8214,553.9623918,249.089502,202.0915385,102.6239362,7.488136592,12.4855445,63.169,0.298,0.316,9.591
Albania,1989,,,7.044692958,3.783670657,2.466378411,0.658118664,0.0,0.0,56.451,1.132,0.384,2.119
Armenia,1989,,,,,,,,,,,,
Azerbaijan,1989,57.68629187,57686.29187,,,,,,,,,,
Belarus,1989,,,,,,,,,,,,
Bosnia and Herzegovina,1989,,,,,,,,,,,,
Bulgaria,1989,,,83.45804988,42.04619369,29.27296337,12.07286841,0.970297536,1.365078042,70.731,1.338,0.515,9.3
Croatia,1989,,,,,,,,,,,,
Cyprus,1989,,,3.8508488,0.25078364,3.599427877,0.0,0.268197161,0.642570478,72.382,0.418,0.307,6.775
Georgia,1989,,,,,,,,,,,,
Gibraltar,1989,,,0.13850144,0,0.13850144,0.0,5.463824096,0.024596003,58.764,0.193,0.237,4.871
Kazakhstan,1989,19.38998565,19389.98565,,,,,,,,,,
Kosovo,1989,,,,,,,,,,,,
Kyrgyzstan,1989,,,,,,,,,,,,
Malta,1989,,,2.337478004,0.743215888,1.594262116,0.0,0.094093176,0.215214955,79.625,0.666,0.443,6.606
Republic of Moldova,1989,,,,,,,,,,,,
Montenegro,1989,,,,,,,,,,,,
Republic of North Macedonia,1989,,,,,,,,,,,,
Romania,1989,209.6686904,18640.77313,191.0279173,70.74405533,44.54268571,75.51313707,0.0,0.753252643,65.534,1.502,0.623,8.197
Russian Federation,1989,448.933542,448933.542,,,,,,,,,,
Serbia,1989,,,,,,,,,,,,
Tajikistan,1989,,,,,,,,,,,,
Turkmenistan,1989,91.96018718,91960.18718,,,,,,,,,,
Ukraine,1989,5.382708,5382.708,,,,,,,,,,
Uzbekistan,1989,15.43156018,15431.56018,,,,,,,,,,
Former Soviet Union (if no detail),1989,,,3341.642373,1078.516624,1027.989121,1232.610814,14.55120047,83.93385058,58.547,1.931,0.695,11.617
Former Yugoslavia (if no detail),1989,,,126.1895569,74.06356917,40.39342894,11.59685213,0.0,1.214457435,68.219,1.082,0.474,5.373
Algeria,1989,106.1537563,56213.88572,49.93987059,1.244044413,20.46255029,28.22954702,1.392463655,1.128870733,57.107,0.618,0.215,1.991
Angola,1989,12.63267176,8244.595985,4.388075779,0,3.012997073,0.328505464,0.056006675,1.045959244,14.351,0.068,0.039,0.289
Benin,1989,0.619384802,22.116868,0.597267934,0,0.286275879,0.0,0.0,0.063725009,4.124,0.077,0.029,0.056
Botswana,1989,2.583585502,0.2471273,2.583338375,1.524901112,0.874436308,0.0,0.0,0.022322393,48.03,0.443,0.194,1.821
Cameroon,1989,9.19837627,5147.510729,4.050865541,0,2.773694432,0.0,0.032085215,0.159444895,13.199,0.164,0.067,0.246
Congo,1989,6.6909895,5896.249515,0.794739985,0,0.672991113,0.0,0.0,0.076533705,20.434,0.12,0.063,0.285
Côte d'Ivoire,1989,3.638010711,23.3334198,3.614677291,0,2.970281771,0.0,0.404492512,0.328456616,15.829,0.121,0.051,0.255
Dem. Rep. of Congo,1989,7.030169254,891.3209445,6.138848309,0.916543935,2.434023909,0.0,0.096455959,0.423330015,7.016,0.118,0.065,0.095
Egypt,1989,90.59081404,13944.24457,76.64656947,3.236864837,60.16870212,12.93126041,5.386236973,0.32629736,56.555,0.665,0.199,1.359
Equatorial Guinea,1989,0.113057453,0.0,0.113057453,0,0.076980071,0.0,0.0,0.0,13.366,0.663,0.313,0.17
Eritrea,1989,,0.0,,,,,,,,,,
Kingdom of Eswatini,1989,0.959475474,0.0,0.959475474,0.189520923,0.565052949,0.0,0.0,0.003189042,19.345,0.438,0.183,0.895
Ethiopia,1989,7.506475947,1.1851105,7.505290837,0,2.056887926,0.0,0.012834086,0.53871246,2.877,0.167,0.063,0.044
Gabon,1989,11.0752787,9713.962668,1.361316034,0,0.975638563,0.166779917,0.419364685,0.216792121,21.262,0.145,0.073,1.181
Ghana,1989,3.62560704,1.0328328,3.624574207,0,2.667438013,0.0,0.0,0.105021961,12.062,0.208,0.071,0.174
Kenya,1989,7.449507124,2.603935,7.446903189,0.322084657,5.45480437,0.0,0.494234187,0.873758482,12.891,0.19,0.075,0.254
Libya,1989,57.86711033,36864.76865,21.00234168,0,17.78002976,3.176800616,0.217803486,0.956669971,43.148,0.351,0.124,5.026
Madagascar,1989,1.327980375,0.0,1.327980375,0,0.749356802,0.0,0.041326625,0.003074388,7.571,0.117,0.035,0.064
Mauritius,1989,,,1.049104823,0.161975361,0.86088892,0.0,0.280409651,0.38585697,41.053,0.267,0.129,0.965
Morocco,1989,19.92990561,24.78911,19.9051165,4.256441013,15.19323754,0.110024155,0.064073827,0.682424667,62.239,0.479,0.196,0.804
Mozambique,1989,2.886395684,10.0747038,2.87632098,0.171286335,1.298549256,0.0,0.080213348,0.127555976,5.827,0.523,0.239,0.111
Namibia,1989,,0.0,,,,,,,,,,
Niger,1989,1.233062136,0.0,1.233062136,0.208885717,0.594904626,0.0,0.0,0.044644487,13.15,0.202,0.085,0.097
Nigeria,1989,146.8938667,95710.2907,51.18357597,0.161002794,26.18713665,7.310007142,1.066055344,0.886514349,12.458,0.271,0.136,0.357
Rwanda,1989,1.624355943,0.0,1.624355943,0,0.509861125,0.0,0.0,0.033831442,1.623,0.189,0.079,0.07
Senegal,1989,2.287043334,3.0370385,2.284006295,0,2.081167387,0.017739203,0.142637067,0.471957202,30.188,0.269,0.11,0.284
South Africa,1989,264.8344914,23443.75587,241.3907355,196.4651106,42.66552712,0.0,3.295798262,1.076684683,62.575,1.276,0.582,6.125
South Sudan,1989,,0.0,,,,,,,,,,
Sudan,1989,5.1965067,2.29444,5.19421226,0,4.016592771,0.0,0.016042608,0.200689018,9.401,0.125,0.061,0.155
United Rep. of Tanzania,1989,3.515528729,0.796268,3.514732461,0.007953997,1.613812833,0.0,0.074675675,0.203824931,5.075,0.127,0.051,0.063
Togo,1989,0.7282695758,0.2193498,0.728050226,0,0.523956153,0.0,0.0,0.0,10.226,0.176,0.072,0.136
Tunisia,1989,15.16084466,3229.08799,11.93175667,0.389613827,9.151539155,2.21522814,0.0,0.596324436,63.911,0.722,0.273,1.413
Uganda,1989,2.362017795,0.0,2.362017795,0,0.669562761,0.0,0.0,0.044644487,2.281,0.118,0.041,0.039
Zambia,1989,,,4.050487224,1.107767578,2.044111797,0.0,0.0,0.201498919,13.557,0.415,0.162,0.415
Zimbabwe,1989,,,16.27274687,12.44665298,2.175170418,0.0,0.0,0.331169579,38.892,1.404,0.757,1.464
Other Africa,1989,,,18.3934313,0.04036444,10.56197897,0.0,1.650013664,0.599513178,9.461,0.274,0.113,0.152
Bangladesh,1989,13.81110755,897.327645,12.9137799,0.498546133,5.215122417,4.856980038,0.031599999,0.248681339,20.704,0.175,0.061,0.1
Brunei Darussalam,1989,5.115765338,1986.493296,3.129272042,0,0.725286664,2.403549019,0.102678851,0.098855799,47.903,0.346,0.172,12.242
Cambodia,1989,,,,,,,,,,,,
DPR of Korea,1989,,,123.5587465,115.9610114,7.473497451,0.0,0.0,0.0,84.418,2.647,0.733,5.967
India,1989,592.1443243,53573.30893,538.5710154,346.4241042,150.2809356,9.646337514,0.737506166,3.962208314,44.824,1.215,0.364,0.589
Indonesia,1989,159.0047105,38979.22235,120.0254881,14.14413449,83.10458996,10.47836735,0.784184193,1.033203676,31.305,0.452,0.147,0.596
Lao People's Democratic Republic,1989,,,,,,,,,,,,
Malaysia,1989,49.26972124,6814.113528,42.45560771,4.770824362,31.51534735,6.002490799,0.21848599,1.492299646,50.695,0.608,0.244,2.459
Mongolia,1989,,,13.90299533,11.56974981,2.317861254,0.0,0.0,0.0,90.953,3.399,1.237,6.439
Myanmar,1989,,,7.200825118,0.240599072,2.12399321,1.850584993,0.0,0.012755568,9.125,0.538,0.147,0.106
Nepal,1989,,,2.508159818,0.028727641,0.556728406,0.0,0.0,0.023322842,2.483,0.076,0.022,0.03
Pakistan,1989,64.0797328,4402.993575,59.67673922,6.047861024,29.20042393,18.47266813,0.069893592,1.442446054,30.991,0.536,0.164,0.477
Philippines,1989,39.45471335,100.017795,39.35469556,4.230949132,32.35113302,0.0,0.400085385,1.627457765,32.174,0.348,0.145,0.602
Singapore,1989,,,21.24331315,0.055874321,20.9167457,0.130375728,30.22988097,4.238047989,59.34,0.327,0.209,7.196
Sri Lanka,1989,,,4.921175083,0.002458573,3.646886066,0.0,0.974857697,0.0,15.705,0.18,0.06,0.21
Chinese Taipei,1989,,,116.2562475,43.05801038,71.19250991,2.002006296,5.822512118,1.642078321,58.033,0.758,0.368,5.691
Thailand,1989,71.20703372,1921.5643,69.28546942,12.00281671,44.38217435,10.92630604,1.595861773,4.779737869,43.021,0.523,0.193,1.226
Viet Nam,1989,23.01128077,1756.459265,21.25482151,10.81022328,7.039476731,0.015515543,0.109187562,0.0,24.11,0.419,0.143,0.269
Other Asia,1989,,,11.19264166,0.972264429,8.680026247,0.508574962,0.210403997,0.625024313,36.239,0.234,0.145,0.325
People's Rep. of China,1989,2294.293512,123891.5744,2170.401938,1797.321339,281.9974846,19.12005628,4.452527939,1.284347924,60.601,2.062,1.282,1.837
"Hong Kong, China",1989,,,33.28756478,23.372481,9.220039273,0.692107292,4.292321774,4.521860119,86.258,0.282,0.212,5.816
"China (incl. Hong Kong, China)",1989,2327.581077,123891.5744,2203.689503,1820.69382,291.2175239,19.81216357,8.744849713,5.806208043,60.888,1.875,1.187,1.857
Argentina,1989,125.7925142,24480.11383,101.3124004,4.699879611,53.0223141,43.4082064,2.701748618,1.476932187,53.935,0.349,0.259,3.118
Bolivia,1989,14.45537033,9439.18957,5.016180762,0,3.495687937,1.304571416,0.0,0.0,46.648,0.414,0.176,0.682
Brazil,1989,205.0291928,9685.309425,195.3438834,29.88537473,151.7185047,5.449191732,2.020195799,1.256974232,30.334,0.213,0.127,1.25
Cuba,1989,38.56897141,128.0909575,38.44088045,0.228229445,37.6527271,0.140148065,0.058989701,1.090921509,49.228,0.695,0.224,3.586
Curaçao,1989,,,2.981943657,0,2.981943657,0.0,5.153351754,0.117936322,50.748,1.459,1.16,15.719
Dominican Republic,1989,,,8.959004608,0.02452848,8.755804101,0.0,0.0,0.102044841,55.103,0.41,0.193,1.242
Ecuador,1989,18.92696989,6388.107133,12.53886276,0,12.21512203,0.0,0.432495687,0.507035162,50.084,0.29,0.161,1.178
El Salvador,1989,,,2.407830981,0,2.069801872,0.0,0.0,0.095667057,20.004,0.168,0.082,0.387
Guatemala,1989,,,4.049313276,0,3.085521716,0.0,0.417109039,0.124155313,17.564,0.122,0.059,0.345
Guyana,1989,1.331405054,0.0,1.331405054,0,1.243134319,0.0,0.0,0.031888919,37.694,0.67,0.334,1.636
Haiti,1989,,,1.361970069,0.029504075,0.918459426,0.0,0.0,0.070155922,10.05,0.09,0.041,0.138
Honduras,1989,,,2.8006785,0.002860271,2.346574885,0.0,0.0,0.095667057,23.445,0.277,0.132,0.472
Jamaica,1989,,,6.31243094,0.137685284,6.138060961,0.0,0.085562736,0.45282385,65.694,0.552,0.308,2.625
Nicaragua,1989,,,1.897307116,0,1.588088136,0.0,0.0,0.06696688,18.984,0.299,0.116,0.38
Panama,1989,,,2.641017341,0.036879795,2.479803883,0.0,4.492777219,0.229600817,39.877,0.218,0.117,1.034
Paraguay,1989,2.384071488,0.7326058,2.383338882,0,1.864015993,0.0,0.0,0.029692409,13.819,0.116,0.055,0.463
Peru,1989,22.54865952,2084.788198,20.46387132,0.781020427,17.70809269,1.042709631,0.074675675,0.634591139,45.916,0.371,0.2,0.893
Suriname,1989,,,,,,,,,,,,
Trinidad and Tobago,1989,22.76306363,15110.91274,7.652150888,0,2.070156936,5.573476696,0.125817868,0.127555976,34.005,0.968,0.644,6.047
Uruguay,1989,4.975991287,1.1815258,4.974809761,0.020154312,4.822522783,0.0,0.28510361,0.0,46.44,0.179,0.138,1.547
Venezuela,1989,229.0531325,136339.6753,92.71345718,2.136037342,55.78221879,34.67204852,2.429225563,0.43173412,57.943,0.229,0.227,4.752
Other Non-OECD Americas,1989,,,10.83523376,0.02237286,10.75041497,0.033680371,0.817233988,1.045959244,64.812,0.12,0.105,2.018
Bahrain,1989,12.81827483,2512.909755,10.30536507,0,1.917455257,8.387909816,0.0,1.30744898,47.454,1.072,0.533,20.537
Islamic Rep. of Iran,1989,250.6799814,86491.5712,164.1884102,1.223909435,133.8096411,29.10785914,1.247703602,1.17351522,58.676,0.964,0.356,3.034
Iraq,1989,93.97875844,38884.54716,55.09421128,0,49.61861638,5.473408463,0.404492512,0.927652508,61.96,2.946,1.415,3.122
Jordan,1989,8.631599552,33.2520025,8.598347549,0,8.477507584,0.120182506,0.0,0.669669099,68.398,0.694,0.305,2.571
Kuwait,1989,77.71894326,16644.31228,61.07463098,0,38.3558719,22.71745365,2.817715611,1.122439821,60.85,1.289,0.814,27.394
Lebanon,1989,5.633327867,3.017545,5.630310322,0,5.591046118,0.0,0.0,0.159705934,67.158,0.383,0.194,1.564
Oman,1989,14.61964696,7711.317345,6.90832961,0,3.773433565,3.134896045,0.622295997,0.446446066,63.773,0.26,0.134,3.995
Qatar,1989,16.23675261,3347.822868,12.88892974,0,2.042544802,10.84497997,0.0,0.287000872,46.183,0.583,0.396,30.046
Saudi Arabia,1989,181.3841445,42056.7771,139.3273674,0,101.2089395,38.11564315,5.967818486,4.694060881,52.428,0.559,0.237,8.991
Syrian Arab Republic ,1989,50.83807623,26751.99843,24.08607781,0,21.14233032,2.943459722,2.733667473,0.886514349,61.201,1.721,2.003,1.98
United Arab Emirates,1989,72.87162424,20631.40103,52.24022321,0,18.20047503,34.03974818,19.44283855,8.115750444,60.659,0.537,0.32,28.988
Yemen,1989,15.24834149,8801.20109,6.4471404,0,6.441065655,0.0,1.318467671,0.226358946,62.103,0.268,0.166,0.492
